Phe,fnumber,cvid,pearson_random0,pearson_randomRandom_1,pearson_random2,pearson_randomRandom_3,pearson_random4,pearson_randomRandom_5,pearson_random6,pearson_randomRandom_7,pearson_random8,pearson_randomRandom_9,pearson_mean
DTT,48,cv29,0.486539842963856,0.517103129159126,0.48040546983334204,0.509987966963332,0.426229583809308,0.528569528325181,0.47230766103795396,0.42918814492619395,0.476118141101289,0.489458830825226,0.4815908298944809
DTT,96,cv0,0.518568286186859,0.40779836674498604,0.504794613620515,0.501535359400056,0.464161257895201,0.41077533947994,0.45303591751301503,0.491009688922554,0.48460234845867606,0.520580634352638,0.47568618125744405
DTT,96,cv1,0.519664524041594,0.48645393027532,0.4398430910877321,0.4982778965866779,0.46060125631133797,0.467573219022123,0.416419989735548,0.455488007989557,0.460348221060919,0.48254887689792103,0.468721901300873
DTT,96,cv2,0.44942430198349603,0.44037900314056205,0.4599228496209601,0.47295122513668897,0.43377334618163305,0.48219069514886603,0.46778565110703996,0.482854881485534,0.48472143364313297,0.530462222524972,0.47044656099728854
DTT,96,cv3,0.532314406356567,0.54715987435059,0.521022045275839,0.5176424890887801,0.43717020340885704,0.500137291756718,0.519410403575667,0.4652358116517779,0.535229490115038,0.544072828746145,0.5119394844325978
DTT,96,cv4,0.49088079447091704,0.4269122479647971,0.475934566842764,0.485918374118426,0.454412322754808,0.46469999457702293,0.439217058806005,0.46001456499806204,0.41042469037090207,0.49488135785394294,0.4603295972757647
DTT,96,cv5,0.441596233614814,0.48927762102480704,0.442910081387111,0.436074176929613,0.454934398984149,0.3948469561388429,0.430122738562594,0.47714566353789395,0.401754522055799,0.45104795385827007,0.44197103460938936
DTT,96,cv6,0.455985311408802,0.41678470655938105,0.36944010653485,0.502051236574823,0.41354692406117605,0.4481120263229699,0.368166713566052,0.430192604736793,0.370114324932734,0.425083987701975,0.41994779423995554
DTT,96,cv7,0.566911062250023,0.560047144746585,0.5070890609871479,0.511931190734757,0.49432979512995207,0.545010020811332,0.525721135965547,0.53503523587933,0.525199915963449,0.548949575168238,0.532022413763636
DTT,96,cv8,0.46833654481789394,0.526116288325586,0.47509767886161497,0.4822310010107079,0.502957462433979,0.449641822790833,0.44318655401229606,0.427321962131361,0.43761518141096795,0.540175903874903,0.4752680399670142
DTT,96,cv9,0.420287044291839,0.39798267607452104,0.453585250069175,0.37008044844194604,0.42862091654148704,0.451088909529961,0.455937737793207,0.42039231297438107,0.397864038984552,0.44455975568087897,0.4240399090381947
DTT,96,cv10,0.5079187052737479,0.51045664469478,0.459329680623224,0.494671405277043,0.508812953743165,0.501568036849713,0.46785319849080703,0.464144085300176,0.442639072343281,0.4950556976645739,0.4852449480260511
DTT,96,cv11,0.459392986941769,0.474745909975205,0.43337541429753496,0.440788629843665,0.475070730411447,0.4368949833074679,0.413509573733145,0.415577487677935,0.4492940741487829,0.512517888182603,0.4511167678519555
DTT,96,cv12,0.507782624784813,0.480443064258359,0.5074264805223491,0.5282895052805411,0.48114362457685406,0.535714912376976,0.515042885463037,0.49106138158331497,0.501997764491256,0.5398214696036571,0.5088723712941158
DTT,96,cv13,0.45012745325220005,0.501926001576832,0.444577248832796,0.45019329945460296,0.46807562552692705,0.44709549691095596,0.43848640349727397,0.44015152566196203,0.44901134050768204,0.5418269975917921,0.46314713928130236
DTT,96,cv14,0.548070101878219,0.5147469666379509,0.513755603343028,0.548948039211867,0.44282699555804605,0.555138695546393,0.492977341227569,0.528192893109293,0.5256424122404411,0.570521134251533,0.524082018300434
DTT,96,cv15,0.43436246518242405,0.48298888882786895,0.44521597913957395,0.510889237385935,0.439554449521067,0.504142871298875,0.40807964908537603,0.45043668075490206,0.41889894151999996,0.475344213653911,0.4569913376369933
DTT,96,cv16,0.534233357269459,0.49331261957937206,0.5060135527808121,0.533942339328446,0.526960549886367,0.537853418340848,0.484151381252106,0.5390536687539651,0.537693219121883,0.5534634375216589,0.5246677543834918
DTT,96,cv17,0.484390246349146,0.4611021885617971,0.47650344550870793,0.483739707809247,0.449144171364775,0.49385149902173997,0.45667794034892106,0.47390937227533103,0.461376673871442,0.492918692670293,0.47336139377814
DTT,96,cv18,0.48311787742561696,0.519329352167584,0.47405097859997797,0.4946846096725871,0.40883522023283897,0.505753906670046,0.455308375632136,0.432428322071572,0.514634466821723,0.507512671489447,0.4795655780783529
DTT,96,cv19,0.44439351077336603,0.38933422940460993,0.51166567166347,0.47594758644553004,0.46165042383203797,0.38272901590314395,0.43531936347003297,0.460023927012981,0.440569797216128,0.492439826972747,0.4494073352694047
DTT,96,cv20,0.4617596605501379,0.533157894282117,0.4880704271177921,0.494815945818292,0.490567039365088,0.47292851351665005,0.4669612755522029,0.47138998004457205,0.516940087954047,0.530666491535051,0.49272573157359495
DTT,96,cv21,0.47995966122188793,0.466891110625563,0.48059728099555893,0.46348604400999105,0.440739344308807,0.503059951865557,0.44434711623941997,0.485110973169894,0.40461585293790703,0.5192402237057929,0.46880475590803794
DTT,96,cv22,0.553200901046312,0.547368978531432,0.503599487863176,0.4695198468013211,0.516642066449083,0.487807413886258,0.477428997132416,0.49121493277812706,0.4954087508268739,0.573766621100224,0.5115957996415224
DTT,96,cv23,0.5271496660250721,0.542864417543044,0.5194001613011571,0.49382630461346,0.518695426184019,0.5177693110814311,0.494656527841916,0.47994144230675706,0.508574010143046,0.543424199616858,0.514630146665676
DTT,96,cv24,0.47220194625278994,0.441551299924036,0.474580336447163,0.527699365906626,0.403713940346219,0.4023956930042589,0.416885187745497,0.44466069020556304,0.37414507396053204,0.510333542685897,0.4468167076478582
DTT,96,cv26,0.521990515610304,0.524942906244826,0.5134680611333211,0.482149896496884,0.49171084030464596,0.49355737906068603,0.499222591685566,0.530487951021451,0.48540979394389705,0.49416074570907004,0.5037100681210652
DTT,96,cv27,0.43361800652771204,0.463017912865766,0.38649570993484794,0.4917777144390871,0.42706292608109003,0.416070063120721,0.395921949815021,0.5003662142801379,0.42760357172166996,0.494291798370243,0.44362258671562954
DTT,96,cv28,0.48531901392926,0.4840781939774121,0.46263439918238697,0.477007939300281,0.49577278328777097,0.541345851937284,0.458366258131651,0.518939224789702,0.525057655802881,0.504321866801636,0.49528431871402645
DTT,96,cv25,0.506326605566897,0.513118735244217,0.475714794016775,0.47563112005127706,0.48295796978966704,0.54116072261102,0.488771055355424,0.484615983084497,0.439920467721956,0.517803426151958,0.4926020879593688
DTT,96,cv29,0.530413375425803,0.517226972153944,0.519927056073777,0.535900677934743,0.4754455330716649,0.500419380543295,0.46814549513018294,0.491552439557391,0.488163013257664,0.528151157063273,0.5055345100211738
DTT,192,cv0,0.5461440809608,0.507799652853501,0.5434574768703611,0.532936211448897,0.48510225652748207,0.489835435019151,0.5206080081849289,0.5503222235143829,0.534427378624899,0.55409718699136,0.5264729910995763
DTT,192,cv2,0.494913939648625,0.504188602171837,0.531270372076617,0.47945659091961695,0.453656971928413,0.44541186709163705,0.502211812736257,0.47295061157039503,0.509575274167853,0.511530219972296,0.49051662622835474
DTT,192,cv1,0.5349364824300821,0.542826116347625,0.5035293947251789,0.46057476709735296,0.468281546629802,0.5149625833315771,0.48765765996077703,0.49859446061015206,0.49643033483244603,0.525564793557461,0.5033358139522454
DTT,192,cv3,0.571968126124609,0.578950110970987,0.590534189280469,0.562573100360229,0.5098604551988111,0.53530586706929,0.5010014144857229,0.532910695253198,0.566491798482874,0.561297232370073,0.5510892989596263
DTT,192,cv4,0.5557865273716851,0.521722921454685,0.527951114240411,0.477352653760949,0.468736920893974,0.494871242007197,0.474947620932284,0.496111235751186,0.5112588513857029,0.497659415005123,0.5026398502803197
DTT,192,cv5,0.49105724100814396,0.5532581011462441,0.454172816750636,0.473462711437214,0.518547286740189,0.44844051267229207,0.44151495992445605,0.449751364245198,0.44298133674264295,0.47925018692019106,0.47524365175872074
DTT,192,cv6,0.45914128923092795,0.48312764078819603,0.49774203017132,0.52100592558595,0.43366006955448405,0.445239965419072,0.4219836378840129,0.4346661909072129,0.46967776980962606,0.441264068182425,0.4607508587533228
DTT,192,cv7,0.549601054118341,0.632489942340146,0.547724975483152,0.517162034926593,0.52861519868997,0.563175332779049,0.573822061436445,0.554251126269574,0.546718849367526,0.581234481336353,0.5594795056747148
DTT,192,cv8,0.4950299401206861,0.5790538504494761,0.470570497474636,0.546513342479146,0.465866456736039,0.49984101233165795,0.47695334843898707,0.507328548681378,0.49683265115786607,0.529576219692095,0.5067565867561967
DTT,192,cv9,0.465059276719266,0.4863736771075829,0.46410110944371,0.41697861743822706,0.475564478300659,0.47259711393684795,0.45994818109253205,0.48364126720229206,0.455276401474069,0.45372512315999797,0.4633265245875184
DTT,192,cv10,0.513903777143905,0.5353842366137751,0.50476272754955,0.519878331360911,0.527287992824349,0.512658558294951,0.4924384233712179,0.5481536531078,0.515435520547809,0.505149031968889,0.5175052252783157
