Phe,random_id,fnumber,cvid,pearson
DTT,Random_5,96,cv24,0.402395693004259
DTT,Random_5,96,cv23,0.517769311081431
DTT,Random_5,96,cv25,0.54116072261102
DTT,Random_5,96,cv26,0.493557379060686
DTT,Random_5,96,cv27,0.416070063120721
DTT,Random_5,96,cv28,0.541345851937284
DTT,Random_5,96,cv29,0.500419380543295
DTT,Random_5,192,cv0,0.489835435019151
DTT,Random_5,192,cv3,0.53530586706929
DTT,Random_5,192,cv1,0.514962583331577
DTT,Random_5,192,cv2,0.445411867091637
DTT,Random_5,192,cv4,0.494871242007197
DTT,Random_5,192,cv5,0.448440512672292
DTT,Random_5,192,cv6,0.445239965419072
DTT,Random_5,192,cv7,0.563175332779049
DTT,Random_5,192,cv8,0.499841012331658
DTT,Random_5,192,cv9,0.472597113936848
DTT,Random_5,192,cv10,0.512658558294951
DTT,Random_5,192,cv11,0.486203778331072
DTT,Random_5,192,cv13,0.467477697048403
DTT,Random_5,192,cv12,0.596290120499873
DTT,Random_5,192,cv14,0.583174074282161
DTT,Random_5,192,cv15,0.498589769906948
DTT,Random_5,192,cv16,0.581144002397639
DTT,Random_5,192,cv17,0.520711639995283
DTT,Random_5,192,cv18,0.527401811104691
DTT,Random_5,192,cv19,0.483750618887645
DTT,Random_5,192,cv21,0.538174832740597
DTT,Random_5,192,cv22,0.581213877735163
DTT,Random_5,192,cv20,0.501934683265352
DTT,Random_5,192,cv23,0.535768268048584
DTT,Random_5,192,cv24,0.46973007751554
DTT,Random_5,192,cv25,0.55797061939315
DTT,Random_5,192,cv26,0.525038056769346
DTT,Random_5,192,cv27,0.46678991389352
DTT,Random_5,192,cv28,0.521711639358595
DTT,Random_5,192,cv29,0.53689618948277
DTT,Random_5,384,cv0,0.53421138337265
DTT,Random_5,384,cv3,0.570348908071216
DTT,Random_5,384,cv1,0.524047551207675
DTT,Random_5,384,cv2,0.57166306460622
DTT,Random_5,384,cv4,0.537701203747265
DTT,Random_5,384,cv5,0.500828021725765
DTT,Random_5,384,cv6,0.487306557051207
DTT,Random_5,384,cv7,0.609953651034559
DTT,Random_5,384,cv8,0.520232998390894
DTT,Random_5,384,cv9,0.451766926833984
DTT,Random_5,384,cv10,0.540115999909354
DTT,Random_5,384,cv11,0.519687118889797
DTT,Random_5,384,cv12,0.620123144545298
DTT,Random_5,384,cv13,0.536731309293518
DTT,Random_5,384,cv14,0.624971938279123
DTT,Random_5,384,cv15,0.537683356584061
DTT,Random_5,384,cv16,0.626815158599018
DTT,Random_5,384,cv17,0.54272797347047
DTT,Random_5,384,cv18,0.546431986740341
DTT,Random_5,384,cv19,0.55754281919917
DTT,Random_5,384,cv20,0.574905679585098
DTT,Random_5,384,cv21,0.528330372073271
DTT,Random_5,384,cv22,0.606162036184555
DTT,Random_5,384,cv23,0.564344475289416
DTT,Random_5,384,cv24,0.487078053058262
DTT,Random_5,384,cv25,0.585487003135222
DTT,Random_5,384,cv27,0.5043963109381
DTT,Random_5,384,cv26,0.516839413220334
DTT,Random_5,384,cv28,0.538256135306224
DTT,Random_5,384,cv29,0.574218642176017
DTT,Random_5,1000,cv0,0.576277607611836
DTT,Random_5,1000,cv3,0.634614425521926
DTT,Random_5,1000,cv1,0.574769649728047
DTT,Random_5,1000,cv4,0.573968566577321
DTT,Random_5,1000,cv5,0.549398310183716
DTT,Random_5,1000,cv6,0.549395376459508
DTT,Random_5,1000,cv7,0.637374223925335
DTT,Random_5,1000,cv2,0.564082473025131
DTT,Random_5,1000,cv8,0.572528980511228
DTT,Random_5,1000,cv9,0.509452608475488
DTT,Random_5,1000,cv10,0.576271207890167
DTT,Random_5,1000,cv11,0.596969184166232
DTT,Random_5,1000,cv12,0.604776423910465
DTT,Random_5,1000,cv13,0.600406346742903
DTT,Random_5,1000,cv14,0.669083590518627
DTT,Random_5,1000,cv15,0.575904842312413
DTT,Random_5,1000,cv16,0.641998473554148
DTT,Random_5,1000,cv17,0.584246777721909
DTT,Random_5,1000,cv18,0.57271153552159
DTT,Random_5,1000,cv20,0.621419744538631
DTT,Random_5,1000,cv19,0.57071523785763
DTT,Random_5,1000,cv21,0.55552288449427
DTT,Random_5,1000,cv22,0.638055862450693
DTT,Random_5,1000,cv23,0.615909050858158
DTT,Random_5,1000,cv24,0.552448270377814
DTT,Random_5,1000,cv25,0.607837018503128
DTT,Random_5,1000,cv26,0.561258307562178
DTT,Random_5,1000,cv27,0.569509625048026
DTT,Random_5,1000,cv28,0.57576264754913
DTT,Random_5,1000,cv29,0.61302914828649
DTT,Random_5,2000,cv1,0.595745325381128
DTT,Random_5,2000,cv0,0.614668271506543
DTT,Random_5,2000,cv2,0.568802712142349
DTT,Random_5,2000,cv3,0.621358958604831
DTT,Random_5,2000,cv4,0.566564797849366
DTT,Random_5,2000,cv5,0.550287451292909
DTT,Random_5,2000,cv6,0.576630976740454
DTT,Random_5,2000,cv7,0.60868433516942
DTT,Random_5,2000,cv8,0.556718214360945
DTT,Random_5,2000,cv9,0.518021107035058
DTT,Random_5,2000,cv10,0.577433706718443
DTT,Random_5,2000,cv11,0.569024786119927
DTT,Random_5,2000,cv12,0.616208109153629
DTT,Random_5,2000,cv13,0.624513030492019
DTT,Random_5,2000,cv14,0.658715537761993
DTT,Random_5,2000,cv15,0.583509282373842
DTT,Random_5,2000,cv16,0.666965026115571
DTT,Random_5,2000,cv17,0.572139451825609
DTT,Random_5,2000,cv18,0.590084354229402
DTT,Random_5,2000,cv19,0.547434609626614
DTT,Random_5,2000,cv20,0.616329294209311
DTT,Random_5,2000,cv21,0.590890997115277
DTT,Random_5,2000,cv22,0.635176039544484
DTT,Random_5,2000,cv23,0.595765567197889
DTT,Random_5,2000,cv24,0.568945274793301
DTT,Random_5,2000,cv25,0.606718609578943
DTT,Random_5,2000,cv26,0.575785909764566
DTT,Random_5,2000,cv27,0.571670472180629
DTT,Random_5,2000,cv28,0.602010962744069
DTT,Random_5,2000,cv29,0.61879482460043
DTT,Random_5,3000,cv0,0.598842704986799
DTT,Random_5,3000,cv2,0.54592558618667
DTT,Random_5,3000,cv1,0.584276670425247
DTT,Random_5,3000,cv3,0.620661994007638
DTT,Random_5,3000,cv4,0.572847484940546
DTT,Random_5,3000,cv5,0.547036739735809
DTT,Random_5,3000,cv6,0.543192685194074
DTT,Random_5,3000,cv7,0.60644656865252
DTT,Random_5,3000,cv8,0.539292354213505
DTT,Random_5,3000,cv9,0.524603773286873
DTT,Random_5,3000,cv10,0.57379645984462
DTT,Random_5,3000,cv11,0.564346306836179
DTT,Random_5,3000,cv12,0.625852691859397
DTT,Random_5,3000,cv14,0.644504998829983
DTT,Random_5,3000,cv15,0.588158136341525
DTT,Random_5,3000,cv16,0.643194462088127
DTT,Random_5,3000,cv17,0.58936137400324
DTT,Random_5,3000,cv18,0.574893528175341
DTT,Random_5,3000,cv19,0.564325146953623
DTT,Random_5,3000,cv20,0.600554884945352
DTT,Random_5,3000,cv21,0.55143547608684
DTT,Random_5,3000,cv13,0.607363129217204
DTT,Random_5,3000,cv22,0.627280772211938
DTT,Random_5,3000,cv23,0.59810331134548
DTT,Random_5,3000,cv24,0.563184195363682
DTT,Random_5,3000,cv25,0.608923380896818
DTT,Random_5,3000,cv27,0.553603848258527
DTT,Random_5,3000,cv26,0.58662511612663
DTT,Random_5,3000,cv28,0.599488609593754
DTT,Random_5,3000,cv29,0.60759883631548
DTT,Random_5,4000,cv0,0.586621187515399
DTT,Random_5,4000,cv1,0.569089095954486
DTT,Random_5,4000,cv2,0.558496438045141
DTT,Random_5,4000,cv3,0.611840974696289
DTT,Random_5,4000,cv4,0.568789606568752
DTT,Random_5,4000,cv5,0.558004116336766
DTT,Random_5,4000,cv6,0.548513283764527
DTT,Random_5,4000,cv7,0.621392710103765
DTT,Random_5,4000,cv8,0.567698633740085
DTT,Random_5,4000,cv9,0.525914825810114
DTT,Random_5,4000,cv10,0.580501936257188
DTT,Random_5,4000,cv11,0.568626744579912
DTT,Random_5,4000,cv12,0.640572249634866
DTT,Random_5,4000,cv13,0.618867380031125
DTT,Random_5,4000,cv14,0.650224492364251
DTT,Random_5,4000,cv15,0.582128766519966
DTT,Random_5,4000,cv16,0.641817818353315
DTT,Random_5,4000,cv17,0.574876635586098
DTT,Random_5,4000,cv18,0.59842799324749
DTT,Random_5,4000,cv19,0.549302999721417
DTT,Random_5,4000,cv20,0.634865183529617
DTT,Random_5,4000,cv21,0.555124701994861
DTT,Random_5,4000,cv22,0.631378374482315
DTT,Random_5,4000,cv23,0.614163419295869
DTT,Random_5,4000,cv24,0.570997439412094
DTT,Random_5,4000,cv25,0.592160782902203
DTT,Random_5,4000,cv26,0.590025186537022
DTT,Random_5,4000,cv27,0.574959528922641
DTT,Random_5,4000,cv28,0.587073552939701
DTT,Random_5,4000,cv29,0.609948411617941
DTT,Random_6,12,cv0,0.256650398002048
DTT,Random_6,12,cv2,0.279404432379221
DTT,Random_6,12,cv1,0.352557953216948
DTT,Random_6,12,cv3,0.283709367464299
DTT,Random_6,12,cv4,0.268240679320708
DTT,Random_6,12,cv5,0.298199793171781
DTT,Random_6,12,cv6,0.186109888855546
DTT,Random_6,12,cv7,0.28730297224837
DTT,Random_6,12,cv8,0.300168885823818
DTT,Random_6,12,cv10,0.24770387588861
DTT,Random_6,12,cv9,0.234457289996291
DTT,Random_6,12,cv11,0.180868638156921
DTT,Random_6,12,cv12,0.367114177203665
DTT,Random_6,12,cv13,0.218473080809599
DTT,Random_6,12,cv14,0.234917914564284
DTT,Random_6,12,cv15,0.154594594366832
DTT,Random_6,12,cv16,0.285616315213314
DTT,Random_6,12,cv17,0.159199472710206
DTT,Random_6,12,cv18,0.267134937756741
DTT,Random_6,12,cv19,0.184203439990771
DTT,Random_6,12,cv20,0.171924449601447
DTT,Random_6,12,cv21,0.344330461393823
DTT,Random_6,12,cv22,0.327017250847153
DTT,Random_6,12,cv23,0.182266728168184
DTT,Random_6,12,cv24,0.277843987715009
DTT,Random_6,12,cv25,0.275809425581489
DTT,Random_6,12,cv26,0.261246261183064
DTT,Random_6,12,cv27,0.254126414085539
DTT,Random_6,12,cv28,0.196751152810414
DTT,Random_6,12,cv29,0.302580969382514
DTT,Random_6,24,cv0,0.307406394981144
DTT,Random_6,24,cv2,0.322463907699078
DTT,Random_6,24,cv1,0.371086294893717
DTT,Random_6,24,cv3,0.338053905904083
DTT,Random_6,24,cv4,0.336560430537266
DTT,Random_6,24,cv5,0.379508416337691
DTT,Random_6,24,cv6,0.259645680396781
DTT,Random_6,24,cv7,0.311932365035174
DTT,Random_6,24,cv8,0.356033455953106
DTT,Random_6,24,cv9,0.282679188067508
DTT,Random_6,24,cv10,0.305068610176924
DTT,Random_6,24,cv11,0.283011291185382
DTT,Random_6,24,cv12,0.409635063930576
DTT,Random_6,24,cv14,0.297298495279492
DTT,Random_6,24,cv15,0.26697867644528
DTT,Random_6,24,cv13,0.309923230102615
DTT,Random_6,24,cv16,0.37175541830752
DTT,Random_6,24,cv17,0.287099961034706
DTT,Random_6,24,cv18,0.336730990666867
DTT,Random_6,24,cv19,0.216640961494825
DTT,Random_6,24,cv20,0.311420789378283
DTT,Random_6,24,cv22,0.418467279230374
DTT,Random_6,24,cv21,0.365893035032799
DTT,Random_6,24,cv23,0.302793696920359
DTT,Random_6,24,cv24,0.36876807009339
DTT,Random_6,24,cv25,0.326409294887614
DTT,Random_6,24,cv26,0.370213503799022
DTT,Random_6,24,cv28,0.368793663320632
DTT,Random_6,24,cv27,0.303293055350382
DTT,Random_6,24,cv29,0.380247764506671
DTT,Random_6,48,cv0,0.449718253627299
DTT,Random_6,48,cv3,0.494111919451328
DTT,Random_6,48,cv1,0.451540740092963
DTT,Random_6,48,cv2,0.455662432638699
DTT,Random_6,48,cv4,0.372765542557238
DTT,Random_6,48,cv5,0.435750934586957
DTT,Random_6,48,cv6,0.368043123298021
DTT,Random_6,48,cv7,0.509958535297707
DTT,Random_6,48,cv8,0.429453177675681
DTT,Random_6,48,cv9,0.427250056401022
DTT,Random_6,48,cv10,0.46603805587222
DTT,Random_6,48,cv11,0.411844702844638
DTT,Random_6,48,cv12,0.506963657020894
