seqname,DTT,PH,EW,cv0,cv1,cv2,cv3,cv4,cv5,cv6,cv7,cv8,cv9,cv10,cv11,cv12,cv13,cv14,cv15,cv16,cv17,cv18,cv19,cv20,cv21,cv22,cv23,cv24,cv25,cv26,cv27,cv28,cv29
MG_1452,71.4213686625309,235.750549815676,82.6113605810802,4,1,4,1,1,4,1,1,1,1,1,4,4,1,1,1,4,4,1,1,1,1,4,1,1,4,1,1,4,1
MG_1453,70.8978399511482,231.63105629933,93.6215614323976,1,4,1,1,4,4,4,1,1,1,1,1,1,1,1,1,4,1,1,4,1,4,1,1,1,1,1,1,1,1
MG_1454,66.5351006896257,180.87004894356,65.6985697492117,1,1,1,1,4,4,4,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1
MG_1455,71.0723495216091,227.834118203728,126.989900210877,1,1,4,4,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_1456,69.3272538170001,190.62043851916,73.2586651901852,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,4,1,4,1,1,1,4
MG_1457,71.4213686625309,229.814730595712,65.4668162846984,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1
MG_1458,68.2801963942347,232.976573197287,115.60818950915,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4,1,1,1,1,1,1,4,1,4,1,4
MG_1459,65.1390241259385,180.873735291225,80.0237815229326,1,4,1,4,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,4,1
MG_146,65.5807928808735,238.081332595838,163.25232439999,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,4,1,1,4,1,1,1,4,1,1
MG_1460,62.8703997099468,209.411595744726,86.1446010626046,1,1,1,1,4,4,1,1,1,1,1,1,4,4,4,1,4,1,1,1,4,1,4,1,1,1,1,4,1,1
MG_1463,62.8703997099468,211.217906100886,114.63654838207,1,4,4,4,4,1,1,1,4,1,1,4,1,1,1,1,1,4,1,4,4,1,4,1,1,1,1,4,1,1
MG_1464,69.501763387461,254.320526181304,70.9149145885882,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1
MG_1466,70.1998016693046,199.476888785844,72.7650507107017,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1
MG_1467,68.1056868237738,226.880275745245,72.454593184182,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
MG_1468,67.2331389714693,193.007348632657,100.147664439008,4,1,4,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1
MG_1469,68.1056868237738,231.746254663882,77.681710718796,1,4,1,4,1,1,1,4,4,1,1,1,1,1,4,1,1,1,1,1,1,4,1,4,1,1,1,1,1,4
MG_147,67.8904155109128,179.639675830095,71.9625039474546,4,1,1,4,1,1,4,1,4,1,4,4,4,1,1,1,4,1,1,4,1,1,1,1,1,4,1,4,1,1
MG_1470,67.2331389714693,220.194162666703,105.774856875923,1,1,1,4,1,1,1,1,4,1,1,1,4,1,1,1,1,4,1,4,4,4,1,1,1,1,4,4,1,4
MG_1471,63.7429475622513,256.578414126504,94.0788043238903,4,1,4,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1
MG_1472,63.0449092804077,196.684480429127,71.3803321991804,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,4,4,1,1,1,4,4,1,1,1,1
MG_1473,67.4076485419302,213.190102102,89.0075650348797,4,1,1,4,1,1,1,4,1,1,4,4,1,1,1,1,4,4,4,1,1,4,1,4,4,4,4,1,1,1
MG_1474,70.3743112397655,258.154327753562,73.1495504106247,1,1,1,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1
MG_1475,64.4409858440949,226.295068053326,115.034037936183,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,4,1,4,1,1,1,1,1,1,1
MG_1476,66.3605911191648,211.457518699152,83.3128127353974,1,1,1,1,1,1,4,1,1,4,4,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1
MG_1477,66.011571978243,206.020155892343,107.615333845569,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_1478,67.756667682852,193.967642199555,103.806906510696,4,1,1,1,4,1,1,1,1,1,1,4,4,1,4,1,1,4,1,1,1,1,4,1,1,1,1,1,4,1
MG_1479,68.8037251056174,230.018279195616,80.7408215029012,4,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1
MG_148,72.9538189690759,214.465071169605,69.5452825025475,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,4,1,1,1,1,4,1,1,4,1,1
MG_1480,66.3605911191648,222.839117116795,124.495848106639,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,4,1,1
MG_1481,68.4547059646956,198.011565588755,92.1874814786955,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,4,1,1,1,1,4,1,1
MG_1482,67.5058669819292,227.345677138032,102.867978983844,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1
MG_1483,59.2056987302679,212.572638868006,81.7058096701745,1,1,4,1,4,1,4,1,1,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1
MG_1484,68.8037251056174,195.836620466031,107.728543646998,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,4,1,1,4,1,1
MG_1485,66.8841198305475,204.822092901012,78.0701073751319,4,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,4,1,1,4,1
MG_1486,64.266476273634,217.779604945713,53.8969712417478,1,4,1,4,4,1,1,1,1,1,1,1,4,4,4,1,1,4,1,1,1,1,1,1,4,1,1,4,1,1
MG_1487,65.3135336963994,198.122156018724,77.0776824748007,4,1,1,1,4,1,1,4,4,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1
MG_1489,65.8496226508345,178.949550774146,89.4349781430796,1,1,1,1,4,4,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,4,1,1,4,1,1
MG_149,67.3574256732114,205.234019711612,95.6137442138132,1,1,1,4,4,1,1,1,1,1,4,1,1,1,1,4,1,1,1,4,1,1,4,1,1,1,1,1,1,1
MG_1490,63.7429475622513,216.701348253516,107.832462485194,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1
MG_1491,65.1390241259385,211.494382175808,74.9733260118493,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,4
MG_1492,71.0723495216091,230.801628074563,86.1573186949368,1,1,1,1,4,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1
MG_1493,67.756667682852,226.002003413908,114.769044900108,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,4,1,1,4,1,4,4,1,1,4,1,1,1,1,1
MG_1494,73.5154835080616,181.254043485919,92.5709155846887,1,1,1,4,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4
MG_1495,71.5958782329918,213.291476662805,74.6303938475165,4,1,1,1,1,4,1,1,4,1,1,4,1,4,1,1,1,1,1,4,1,4,1,4,1,1,1,1,1,1
MG_1496,69.3272538170001,228.433149699394,85.7133378841683,1,1,1,4,1,1,1,1,1,4,4,1,4,4,1,4,1,4,1,1,1,1,1,4,1,1,1,4,1,4
MG_1497,69.3272538170001,183.479983090828,96.7166053335534,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1
MG_1498,66.5351006896257,205.411908527513,85.7133378857271,1,4,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_1499,68.2801963942347,186.749773470245,63.9423413919574,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1
MG_150,65.3135336963994,201.154176973707,82.3931310219594,1,1,1,1,4,1,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,4,1,4,1
MG_1500,67.9311772533129,235.481446436084,89.9220508116299,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,4,4,1,1,1,4,1,1,1,1
MG_1501,68.2801963942347,214.895037897355,71.6291141346933,1,1,1,1,1,4,4,1,4,4,1,1,1,1,4,4,1,1,1,1,4,4,1,1,1,1,1,1,1,1
MG_1502,70.1998016693046,229.055220867969,92.2914003106566,1,1,1,1,1,1,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1
MG_1504,68.4547059646956,191.330060444794,78.3636780910487,1,1,1,1,1,4,1,1,1,4,1,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1
MG_1505,70.7233303806873,229.640428559888,73.0118579512228,1,1,4,1,1,1,1,1,4,1,1,4,1,1,4,1,1,1,1,1,1,1,4,1,4,1,1,1,1,4
MG_1506,69.501763387461,218.51687447884,77.1088581261037,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1
MG_1509,69.8507825283828,214.074825541752,66.5091366830893,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,4,1,1,1,4,1,1,1,4,4,1,4
MG_151,59.9037370121115,195.504849176124,74.6225999346907,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1
MG_1510,67.9311772533129,248.791004682854,77.5697537504182,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1
MG_152,65.1390241259385,214.830526813207,108.432593772776,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1
MG_153,62.1723614281032,207.135276061197,96.8937058342595,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,4,1
MG_154,66.0249510789579,185.587853354083,134.960051880369,1,1,1,4,1,1,4,1,4,1,4,4,1,1,1,1,4,1,4,1,1,4,1,1,1,4,4,1,1,1
MG_155,69.501763387461,182.634887888482,91.6990629358999,1,1,4,1,4,1,4,1,4,1,4,1,1,4,1,4,1,4,1,1,1,1,1,1,4,1,1,1,1,1
MG_156,65.8472877997242,223.672905697371,94.9512099056245,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
MG_157,64.9645145554776,229.198066840012,84.0090689483503,1,4,1,1,1,4,1,1,4,4,1,1,1,4,4,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1
MG_158,62.8703997099468,192.62949799693,85.1106086266832,4,1,1,1,4,1,1,1,1,1,4,1,1,1,1,4,4,4,1,1,4,4,1,1,1,1,1,1,1,1
MG_159,64.0919667031731,197.311159532284,89.3920647394791,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,4,1,1,1
MG_160,67.4076485419302,200.333964618104,93.2461546318105,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,4,1,1
MG_161,67.0020991147438,207.735256991568,113.535914518307,4,4,1,1,1,1,1,4,1,1,4,1,1,1,1,4,1,1,1,4,4,4,1,4,1,1,1,1,1,1
MG_162,69.2228901051662,183.670134917388,101.816875991227,4,1,1,1,1,1,4,1,1,4,4,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,4,4,1,1
MG_163,73.2203138879265,223.603254906692,92.1060159883471,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1
MG_164,67.756667682852,219.079042497849,94.4321283615989,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,4,1,1,4
MG_165,65.1390241259385,227.622153212954,105.985305145492,1,1,1,4,1,1,1,1,1,4,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1
MG_166,61.8233422871814,187.745087339966,87.6696100049893,1,1,1,1,1,1,4,1,1,1,4,1,1,4,4,1,1,1,4,1,1,4,4,4,1,1,1,1,4,4
MG_167,64.9645145554776,189.754146817736,93.4246564082491,1,1,4,1,4,1,4,4,1,1,1,1,1,1,1,4,1,1,1,4,1,1,4,4,1,1,1,1,1,1
MG_168,71.2660178163548,229.379627147006,112.896031847934,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1
MG_169,65.1390241259385,188.25196014399,103.156114789746,1,1,1,1,1,4,1,4,1,1,1,1,1,4,4,4,1,4,1,1,1,1,1,1,1,1,1,4,1,1
MG_170,68.4547059646956,201.559675216927,106.85042946915,1,1,1,1,1,1,1,1,4,4,1,1,1,1,4,1,1,4,1,1,4,4,1,1,1,1,1,1,4,4
MG_171,65.1390241259385,206.918703135841,64.4827193483953,4,4,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,4,4,4,1,1,4,4,1,1,1,1
MG_172,62.6958901394859,179.427765419381,84.6845413927286,1,1,1,4,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,4
MG_173,68.6292155351565,194.38972900727,77.9583946241099,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,4,1,1,1,1,4
MG_174,69.1527442465392,222.424403004411,60.2480267141126,1,1,1,4,4,1,1,1,1,4,1,4,1,4,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1
MG_175,69.501763387461,211.936743895684,91.3171612074384,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,4,1,1,1,1,1,1,4,1,4,1,1
MG_176,68.1056868237738,217.420186048314,61.4937537797218,4,1,1,4,4,1,4,1,1,1,4,4,4,4,1,1,1,1,4,4,1,1,1,4,1,1,1,4,4,1
MG_177,67.756667682852,215.374263093888,85.6353987574696,4,1,4,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,4,1,1,4,1,1,4,4,1,1,1,4
MG_178,59.7292274416506,209.955332025407,91.3717185972186,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,4,4,1,1,4,1,1,1,1,1
MG_179,68.1056868237738,173.525001219785,93.5851898397304,4,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4
MG_180,66.1860815487039,217.880979506518,92.7746229058529,1,4,4,1,1,1,1,4,4,1,1,1,1,1,4,1,1,4,4,1,4,4,4,1,4,1,1,1,1,1
MG_181,65.8370624077821,205.74367981742,87.183789449243,1,1,4,1,4,1,1,1,4,1,1,1,1,4,1,4,1,1,1,1,4,1,1,1,1,1,1,4,1,1
MG_182,64.266476273634,201.089665889558,88.0878833214417,1,1,1,1,1,4,4,4,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1
MG_183,68.512236988231,204.973990093077,89.6632807998948,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1
MG_184,70.5553646994197,209.803111580156,124.923274379299,1,4,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,4,1,1,1,1
MG_185,67.4076485419302,223.926589678157,108.611853767768,1,4,1,1,4,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1
MG_186,68.4547059646956,186.915659115198,98.7811317230414,1,4,1,1,1,1,1,1,1,4,1,1,1,4,1,1,4,1,1,1,1,4,1,1,1,4,1,1,1,1
MG_187,64.7900049850167,226.737429773202,102.433878868414,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4
MG_188,66.011571978243,236.93755376401,108.73655637298,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1
MG_189,68.8037251056174,180.565925261145,61.3048708534842,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
MG_190,66.011571978243,209.254925968936,92.7434472545499,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4
MG_191,63.2194188508686,209.190414884788,85.471726588129,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1
MG_192,64.6154954145558,217.171357580884,100.650371816269,4,1,4,1,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1
MG_193,62.8703997099468,212.194788232279,94.7776585020696,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,4,1,1,1,4,1,1,1,1
MG_194,69.501763387461,241.897534548119,104.169323457093,4,1,1,4,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1
MG_195,64.9645145554776,209.162767277295,91.3639246843929,1,1,1,1,1,1,1,1,4,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_196,63.5684379917904,236.179087731806,86.329056998961,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,4,4,1,1,1,4,4,4,1,4,1,4,1,1,1
MG_197,63.3939284213295,202.518125609991,84.4091564770424,1,4,1,1,1,1,1,1,1,1,4,1,4,1,4,1,4,1,1,4,1,4,1,1,4,1,1,1,1,1
MG_198,67.756667682852,215.904175570822,68.2393853304048,1,1,1,1,1,1,4,1,4,4,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,4,1,1,4,1
MG_199,70.9995228975041,214.817968509045,116.047783721526,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,4,1,1,1,1,4,4,1,1,1,1,1,1,4
MG_200,62.6958901394859,197.930465940111,97.2119572751638,1,1,1,1,1,4,1,4,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1
MG_201,68.6292155351565,189.158801669736,86.757722204377,1,1,1,4,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1
MG_202,61.6488327167205,216.544678477726,101.425866137754,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,4,1,4,1,1,1,1
MG_203,69.3272538170001,228.488444914378,103.254837680343,1,4,1,4,1,1,1,4,1,1,1,1,4,1,1,1,4,4,1,1,1,4,1,1,4,1,1,1,4,1
MG_204,70.4665330598027,205.229376325567,113.729325154859,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,4,4,4,4,1,1,4,1,4,1,1,1,1,1,1
MG_205,66.8841198305475,183.929717506035,108.544306528475,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,4,1,1,1,1
MG_206,65.4880432668603,178.483138830062,78.9532137950413,1,1,1,1,1,1,4,1,4,4,4,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,4
MG_207,70.1998016693046,187.007817806839,80.4446528155229,1,1,1,1,1,1,4,1,1,4,1,4,1,1,1,1,1,1,4,1,4,1,4,1,4,1,4,1,1,4
MG_208,63.0449092804077,201.480418742116,68.1718380864346,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4
MG_209,70.7233303806873,225.778979380138,79.5821264633266,1,4,1,1,1,4,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,4
MG_210,69.6762729579219,195.02101604501,65.2075532411897,1,4,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1
MG_211,65.1390241259385,191.351564145654,76.5087268385212,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,4,1,1,1,4
MG_212,69.4005533844,168.606990586538,116.385223555511,1,4,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,4,1
MG_213,67.3574256732114,228.339508672866,121.59743445459,1,4,1,4,1,1,1,4,4,4,4,4,1,4,1,1,1,1,1,4,4,1,1,1,4,1,1,4,1,1
MG_214,67.0586294010084,213.649052386371,106.151575290971,4,1,4,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1
MG_215,64.6154954145558,210.558971455654,89.9766082014101,4,1,1,4,1,1,1,1,4,1,4,4,1,4,1,1,4,1,1,1,4,1,1,4,4,1,1,1,1,1
MG_216,66.1860815487039,171.643120736479,120.865183710116,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4
MG_217,67.0586294010084,195.910347419344,120.484580977517,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,4,1,1,1,1,1
MG_218,70.1112065013352,200.070574429274,112.703014245155,4,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1
MG_219,68.512236988231,211.809054351712,132.328844199276,4,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_220,69.6670483032507,220.79864973535,123.127436043314,1,4,1,1,1,4,1,1,1,1,4,1,4,4,1,4,4,1,1,1,1,1,1,1,1,1,1,4,4,1
MG_221,69.6762729579219,216.295850010296,87.9060253658996,1,1,1,4,4,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
MG_222,62.8703997099468,224.875824202057,99.005439536439,1,1,1,1,4,1,1,1,1,4,1,1,4,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1
MG_223,63.0449092804077,202.647147778288,109.188603316874,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,4,1,1,4,1,1,1,4,1,1,1,4,1,1,1
MG_224,67.2331389714693,189.187370864145,101.901294824801,1,1,1,4,1,4,4,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1
MG_225,70.7233303806873,179.367862269814,82.7526392122872,1,1,1,1,4,4,1,1,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1
MG_226,68.1056868237738,177.257428231239,102.820976538239,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,4,1,4,1,1,1
MG_227,67.4076485419302,235.575448301558,94.5724187971386,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,4,1,1,1,1,1,1,4,4,1,1,1,1,1
MG_228,68.6292155351565,180.860833074395,101.987027865884,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,4,1,4,1,4,1,1,4,4,1,1,4,1,1,1
MG_229,63.7429475622513,214.54483486912,81.5903580009075,1,4,1,4,1,4,1,1,1,1,4,1,1,4,1,1,1,4,4,1,1,4,1,1,1,1,1,1,4,1
MG_230,64.7813081243214,201.636943324973,104.373188489655,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,4,4,1,1,1,1,1,1,1,1,1,4,1,1,1
MG_231,69.501763387461,208.875232159376,119.164811733828,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,4,1,4,1,1,1,1,4,1,1,1
MG_232,70.1998016693046,221.682525536703,101.722034829809,1,1,4,1,1,4,4,1,4,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
MG_233,70.9995228975041,213.294937886197,113.109588093907,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,4,4,1,1,4,1,1,4,1,1,1,1,1,1,1
MG_234,67.4076485419302,186.012503937118,81.8033916186642,1,1,1,1,1,4,4,1,1,1,4,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1
MG_235,66.5351006896257,199.034527065968,85.6042231061667,1,1,4,1,4,4,1,1,4,1,1,1,1,4,1,1,1,4,1,1,1,1,1,4,1,1,1,1,4,1
MG_236,67.9311772533129,210.237952006961,69.1149015383499,1,1,4,1,1,4,1,1,4,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,4,1,1,4,1,1
MG_237,61.9978518576423,192.086683303165,89.8441116833724,1,1,1,1,1,1,1,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1
MG_238,64.266476273634,221.982041284535,82.7048875349892,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1
MG_239,66.2914459978086,240.444816092879,139.029905487814,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1
MG_240,69.7558799428676,212.942040546757,111.262722270832,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,4,4,1,1,1,1,1,1,4,4,1,1,1,1
MG_241,71.0723495216091,197.348023008941,78.4260293936547,4,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,4,4,1,1,1,1
MG_242,63.7429475622513,193.097664150465,91.7718061227932,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,4,1,4,1,1,1,1,1,1,1
MG_243,68.2801963942347,203.167844386059,104.271943308779,1,1,1,4,1,1,4,1,1,4,1,1,1,1,4,1,1,1,1,4,4,1,1,4,1,1,1,1,4,1
MG_244,64.7900049850167,214.957705807671,93.9125341784117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,4,1
MG_245,67.5821581123911,204.619343779402,104.013445200578,1,4,1,1,1,1,1,1,1,4,1,1,4,4,1,1,1,4,1,4,1,1,1,1,1,1,4,1,1,1
MG_246,72.2939165148354,220.144396973217,82.3463675450049,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1
MG_247,66.7096102600866,164.023440111615,82.2424487068087,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1
MG_248,66.011571978243,226.110750670045,80.1282104995327,1,4,1,4,1,1,4,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,4,4,1,1,1,4,1
MG_249,72.4684260852963,190.233372014268,63.4485325812543,1,4,1,1,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1
MG_250,62.1723614281032,211.752426512403,79.784768196796,1,1,1,1,1,4,4,1,1,4,1,4,1,1,1,4,1,4,1,1,1,1,4,1,1,1,1,1,4,1
