seqname,DTT,PH,EW,cv0,cv1,cv2,cv3,cv4,cv5,cv6,cv7,cv8,cv9,cv10,cv11,cv12,cv13,cv14,cv15,cv16,cv17,cv18,cv19,cv20,cv21,cv22,cv23,cv24,cv25,cv26,cv27,cv28,cv29
MG_1125,62.8703997099468,180.87004894356,96.1831607821653,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,4,1,1,1,1,1,1,1
MG_1126,66.7096102600866,242.662451688738,105.395565746873,1,1,1,4,1,4,4,4,1,1,1,1,4,1,4,1,1,1,1,1,4,1,1,4,1,4,1,4,1,1
MG_1127,66.7096102600866,231.502034131033,90.7585974601225,4,4,1,1,1,1,1,1,1,4,1,1,1,1,4,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1
MG_1128,66.5351006896257,226.156830015865,86.0718578757114,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_1129,65.1390241259385,161.111225455765,77.7505569492763,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1
MG_113,70.6441963390366,192.960002604812,82.2725254116532,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,4,1,1,4,1,1,1,1,4,1
MG_1130,69.3272538170001,206.195257406461,102.844358276717,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_1131,70.5488208102264,213.706190775188,118.307481322996,1,1,4,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1
MG_1132,67.5821581123911,226.341147399147,90.3429221042201,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,4
MG_1133,71.0723495216091,211.601900643246,83.8298089533581,4,1,1,1,4,1,4,1,1,1,4,4,1,4,1,1,1,1,1,4,4,1,1,1,1,4,1,4,1,4
MG_1134,65.3135336963994,206.39800652807,59.0526719116053,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,4,1,4,1,1,1,1,1,1
MG_1135,70.0252920988437,187.929404723247,80.3759962984385,1,4,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,4,1,4,1,1,1,1
MG_1136,70.1998016693046,220.350832442492,107.660996403027,1,1,1,1,1,1,4,1,1,1,1,1,1,4,4,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1
MG_1137,68.8037251056174,216.010158066209,95.4713167435609,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1
MG_1138,70.5488208102264,207.702973601705,90.7248238326817,4,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,4,1,1,1,1
MG_1139,71.0723495216091,243.169324492763,119.164811733828,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1
MG_114,68.4547059646956,203.301474488938,91.6990629358999,1,1,1,1,1,4,1,4,4,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_1140,68.1056868237738,215.279032439715,87.1318300200129,4,1,1,1,1,1,1,1,4,1,4,4,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,4,1
MG_1141,73.6899930785225,218.894725114567,67.8912572247078,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,4,1,4,1,4
MG_1142,71.0723495216091,215.807408944599,94.4931806839298,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,4,4
MG_1143,70.0252920988437,237.811598324622,86.3940062730285,1,1,1,1,1,1,4,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,4,4,1,1,4,4,1,1
MG_1144,67.4076485419302,230.285539401374,100.615299208553,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,4,1,1,1,1,1,4,1,1,1,1,4,1
MG_1145-1-1,68.2801963942347,232.829119290661,98.9499998353051,1,1,1,1,4,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1
MG_1146,69.8507825283828,204.79444529352,107.489530320861,4,1,4,1,4,1,1,1,4,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_1147,66.5351006896257,211.134963278409,84.9261526903268,4,4,1,4,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
MG_1148,68.1056868237738,251.164090992605,83.3439883867003,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1
MG_1149,69.1527442465392,219.254144011967,87.0928604558841,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_115,62.4716854942821,175.112374435959,89.9941364419965,4,1,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1
MG_1150,68.2801963942347,240.763982640937,89.9000176636532,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1
MG_1151,73.9636150111178,223.587352411239,92.128354795994,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,4,4,1,1,1,4,1,1,1,1,1,4,1,1
MG_1152,69.8507825283828,224.050082324956,95.0036819740162,1,1,1,1,1,1,1,4,4,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,4,4,1,1,4
MG_1153,67.756667682852,224.083259453946,105.285151982361,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,4,1,4,1,1,4,4,1,1,4,1,1,1,1,1
MG_1154,72.1194069443745,217.549208216611,85.7237297684556,4,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4,1,1,1,1,4,4,4
MG_1155,66.8841198305475,233.829962681881,103.815999408473,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,4,1,4,1,1,1,1,1,1
MG_1156,71.7703878034526,228.06451493283,69.2370061721003,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4
MG_1157,71.5958782329918,208.434713613333,62.8226743125692,1,1,1,1,4,1,4,1,1,4,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4
MG_1158,66.8841198305475,229.312343617647,82.6450172485585,1,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,4,1,1,1,1,1,1
MG_1159,67.9311772533129,209.006097501506,90.4468409424163,1,4,1,4,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1
MG_116,63.9174571327122,189.263862578207,97.5548894441729,4,1,4,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,4,4,1,4,1,1,4,1,1,1,4
MG_1160,74.3880313603662,203.448928395564,82.1826183283511,1,1,1,4,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,4,4,4,4,1,4,1
MG_1161,70.8978399511482,237.464701480195,91.8128063195891,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,4
MG_1162,69.8507825283828,225.014062239519,71.5173798758275,4,1,1,1,1,4,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,4,1,4,1,1,1,1,4
MG_1163,68.9782346760783,209.254925968936,76.025504243325,1,4,4,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,4,1
MG_1164,70.7233303806873,209.494538567202,65.2179451254769,1,1,4,4,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
MG_1165,69.8507825283828,206.508596958039,83.4219275149578,1,1,1,4,4,1,1,1,1,4,1,1,1,1,1,1,4,1,1,4,4,4,1,1,4,1,1,1,1,1
MG_1166,73.4868088067772,169.67496937695,103.036597537483,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1
MG_1167,70.5488208102264,208.536088174138,81.7558051330631,1,1,4,1,1,4,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1
MG_1168,65.3135336963994,198.380200355318,59.3481330963797,1,4,1,1,1,4,1,1,4,1,1,1,1,4,1,4,4,1,1,1,4,1,1,1,4,1,1,1,1,4
MG_1169,69.8507825283828,218.36020470305,93.690407662878,1,1,1,1,1,1,4,1,1,4,1,1,1,4,1,1,4,1,1,1,1,1,4,1,1,1,1,4,4,1
MG_117,66.7096102600866,236.962436610753,104.403140841866,1,4,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1
MG_1170,68.1056868237738,255.199105714423,76.6927998539574,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,4,1,1,1
MG_1171,65.8370624077821,203.03421428318,72.6936065103186,4,4,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1
MG_1172,66.011571978243,223.336774051655,71.6313163098527,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,4
MG_1173,70.5488208102264,191.919876071295,65.8388601800751,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1
MG_1174,69.1527442465392,241.003595239203,72.3753550694144,1,1,1,1,1,4,1,4,4,1,4,4,1,1,1,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
MG_1175,71.5958782329918,202.097508272208,80.3355380359624,4,1,1,1,4,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1
MG_1176,62.521380569025,239.289443574684,73.3807698239356,1,4,1,1,4,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_1177,65.1390241259385,217.461657459552,97.8289753733491,1,4,1,1,1,1,4,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1
MG_1178,71.5958782329918,213.773773821869,64.7401000214585,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,4,1,1,1,1,4,1,1,1,1,1
MG_1179,69.1527442465392,229.271793793325,66.5831788549338,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,4,1,1,1
MG_118,67.712752231679,232.704291555418,162.517363981092,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1
MG_1180,68.4547059646956,209.503754436366,78.6143822817476,4,1,1,1,1,1,4,1,1,4,1,4,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1
MG_1181,66.1860815487039,219.340158796975,63.3759837271394,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1
MG_1182,68.8037251056174,219.585915301874,81.0603719287568,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,4,4,1,1,1,1,1,1,1
MG_1183,67.2331389714693,217.484697132463,70.1852655653798,1,4,1,4,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4
MG_1184,73.8645026489835,160.198854408521,48.0239865392258,1,4,1,1,1,1,1,1,4,1,4,4,4,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1
MG_1185,68.4547059646956,178.179015147647,70.2190391881443,1,1,4,4,1,1,1,4,4,4,4,1,4,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1
MG_1186,69.654842137207,166.718166267452,75.9316031716155,1,4,4,4,1,4,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,4,1,1,1,1
MG_1187,73.5154835080616,179.589043129752,64.6796208517628,4,1,1,4,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1
MG_1188,69.3272538170001,195.191509624545,113.237541029849,4,1,1,1,1,1,1,1,1,1,4,1,4,1,4,4,1,4,1,4,4,1,1,4,1,1,1,4,1,1
MG_1189,67.756667682852,204.121686844542,97.7939027656332,1,1,1,4,1,1,4,1,1,4,1,1,4,1,4,1,4,1,4,1,4,4,1,4,4,1,4,4,4,1
MG_119,64.4259815658538,200.813516196517,124.689535567466,1,4,4,4,1,1,1,4,4,1,1,4,1,1,1,4,1,4,4,1,1,1,1,4,1,1,1,1,4,1
MG_1190,68.4547059646956,207.05233323872,81.2630136622262,1,1,1,1,1,1,1,1,1,4,1,1,4,1,4,1,1,4,1,4,1,1,1,1,1,1,1,1,1,4
MG_1191,67.0586294010084,216.035962499869,76.9789595842038,4,1,1,1,1,1,1,4,4,1,1,1,4,1,1,1,1,1,4,1,1,1,1,4,4,1,1,1,1,1
MG_1192,65.6625528373212,234.90268985258,89.1244737319423,1,1,1,4,1,4,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,4,1
MG_1193,73.4868088067772,219.479928098494,75.8405929663181,1,1,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,4
MG_1194,70.5488208102264,212.15331682104,102.07016293083,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,4,1,1,1,1,1,1,1,1,4,4,1,1,1,1
MG_1195,69.8447115824845,204.416783767645,111.108816785576,1,1,1,4,1,1,4,1,1,1,1,4,1,1,1,4,1,4,4,4,1,1,1,1,4,1,1,1,1,1
MG_1196,68.6292155351565,181.082013934334,98.7499560670621,4,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,4,1,1,4,1,4,1,1,1,4,1,1,1,1
MG_1197,66.7096102600866,208.102942323426,105.187728061128,1,4,1,4,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1
MG_1198,65.8370624077821,232.303814748309,84.2000198172574,4,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,4,1,4,1,1,1,1,4,4,1,1
MG_1199,68.6292155351565,210.82162372683,92.3459577004368,1,1,4,4,1,1,1,1,1,4,4,1,1,1,4,1,1,1,1,1,1,4,1,4,1,1,1,1,4,1
MG_120,68.6899002674648,190.98811132473,82.1926920850764,1,1,4,1,1,1,1,4,1,1,4,1,1,1,1,4,4,1,4,1,1,1,1,1,1,1,1,1,1,4
MG_1200,66.011571978243,225.281322445277,70.8304163411658,4,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,4,1,4,1,1,1,1
MG_1201,63.9174571327122,210.97829350262,86.7070617710097,1,1,1,1,4,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,4,4,4,1,1,1,1,4,1,1
MG_1202,68.4547059646956,220.350832442492,83.8012312719578,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,4,4,1,1,1,4,1
MG_1203,67.5821581123911,186.252116535384,102.583260542381,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,4
MG_1204,68.4547059646956,219.088258367013,90.6183070292591,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,4,4,1,1,1,1,1
MG_1205,72.2431658521407,173.974744854868,90.7035831173489,4,1,1,1,4,1,1,1,1,4,1,4,4,1,1,4,4,4,4,1,1,4,1,1,1,1,1,1,4,1
MG_1206,69.1527442465392,211.752426512403,114.808014464236,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1
MG_1207,67.0586294010084,208.623638931196,110.669446753765,1,1,1,1,4,1,1,1,4,1,1,4,4,1,1,1,1,1,4,1,1,4,4,1,1,1,4,1,1,1
MG_1208,67.9311772533129,213.798349466829,94.276250105084,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,4,1,4,1,1,1,1
MG_1209,66.011571978243,217.272732141689,94.1256841282162,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,4,4,1,1,1
MG_121,66.5351006896257,195.855052204359,104.086188392148,1,1,1,4,1,1,1,4,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
MG_1210,63.3939284213295,204.241493143675,91.4574516383018,4,1,4,1,4,4,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_1211,70.0252920988437,208.784916641568,50.7643701351662,4,1,1,1,4,4,1,1,4,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_1212,70.7233303806873,190.850835248262,122.99811786382,1,1,1,1,4,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,4,4,1,1,1,1,4,1,1
MG_1213,70.8127352714016,208.88387810752,53.4145934354594,4,4,4,1,4,1,4,4,1,4,1,4,1,1,1,4,1,1,1,4,1,1,1,1,1,4,1,1,1,1
MG_1214,71.4436810955886,165.189458457221,83.5251679173217,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,4,1,1
MG_1215,66.3605911191648,181.621142280432,80.2108354307505,4,4,4,1,1,1,1,4,4,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1
MG_1216,67.9311772533129,186.316627619533,100.515537124384,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,4,4,4,4,4,1,4,4,1,1,1,1,4,1
MG_1217,64.9645145554776,212.932057765405,111.037059641527,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,4,4,4
MG_1218,66.011571978243,213.153238625343,103.488655065116,1,1,1,1,1,1,1,1,1,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4
MG_1219,67.2331389714693,226.276636314998,94.4736959018655,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,4,1
MG_122,66.7096102600866,213.881292289306,99.9606105311906,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1
MG_1220,66.7096102600866,263.720712728669,81.8137835013926,1,1,1,4,4,4,1,1,1,1,1,4,1,4,1,1,1,4,1,4,1,1,1,1,1,4,4,1,4,4
MG_1221,65.4880432668603,182.233997579844,68.3851965429097,1,1,1,4,4,1,1,1,1,4,4,4,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_1222,67.2331389714693,263.517963607059,117.803474965461,1,1,4,1,4,4,1,4,1,1,4,1,1,4,1,1,4,4,4,1,1,1,1,1,1,1,4,1,4,1
MG_1223,70.1998016693046,229.557485737412,96.1000257109849,1,1,1,4,4,1,1,4,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,4,1,1,1,1
MG_1224,73.5756404463941,218.593041363848,50.3906378360076,4,1,1,1,4,1,1,1,4,4,4,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,4,1,4,1
MG_1225,63.0449092804077,229.566701606576,99.8774754662452,4,4,1,1,1,1,1,4,1,4,1,4,1,1,1,1,1,4,4,1,4,1,1,1,1,4,1,4,1,4
MG_1226,63.2194188508686,188.122937975693,92.4005150948934,1,4,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1
MG_1227,66.1860815487039,223.946557388535,93.2890211523521,1,4,4,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1
MG_1228,65.8370624077821,218.756487077106,103.701688687549,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,4,1,1,1,1,1,1,1,4,1,1,1,1
MG_1229,64.6154954145558,215.911855467936,100.664660656969,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,4
MG_123,64.4409858440949,227.880197549549,100.287954869872,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,4,4,1,1,4,1,1,1,1,1
MG_1230,65.1390241259385,214.327340356848,94.0723093913395,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1
MG_1231,66.8841198305475,212.58185473717,96.9560571368655,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,4,1,1,1,1,1
MG_1232,62.3468709985641,206.315063705594,142.608901513672,1,1,1,1,1,1,4,1,1,4,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1
MG_1233,67.2331389714693,255.592316125947,115.154210638326,4,1,1,1,1,1,1,1,1,4,1,4,4,4,4,1,1,1,1,1,4,4,1,4,1,1,1,1,1,1
MG_1234,70.7233303806873,231.53889760769,89.1244737319423,1,4,1,1,1,1,4,1,4,1,1,1,4,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1
MG_1235,67.756667682852,195.24680483953,97.6146427706411,4,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1
MG_1236,70.4665330598027,183.410105298853,111.32115697379,1,1,4,1,1,1,1,1,1,1,4,4,4,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,4,1
MG_1237,70.0252920988437,221.364578050542,114.859973877879,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_1238,60.776284864416,181.16495675681,82.0810535460849,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1
MG_1239,67.2331389714693,207.374888659463,112.711451914111,1,1,1,1,4,4,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1
MG_124,64.6154954145558,203.319906227267,96.0597571619047,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,4
MG_1240,70.3743112397655,203.928153592096,78.7150171076584,1,4,1,1,1,1,4,4,1,1,1,1,1,4,4,1,4,1,4,1,1,1,4,4,1,1,1,4,1,1
MG_1241,67.9311772533129,244.828180942298,85.6821622344241,1,4,1,1,1,1,1,1,4,1,1,4,1,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1
MG_1242,72.5096607709914,200.683501387249,88.3168135598989,1,4,1,4,1,1,4,1,1,1,1,1,4,1,4,1,1,1,1,4,1,4,1,1,1,1,4,1,1,1
MG_1243,63.5684379917904,206.734385752559,77.0205271088826,1,4,1,1,4,1,1,1,4,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,4
MG_1244,61.6488327167205,191.219470014825,81.5825640880818,1,1,4,1,4,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4
MG_1245,71.9297086817674,182.095659454345,83.0422236685804,4,1,1,1,1,1,4,1,1,1,1,1,1,1,4,4,4,4,1,1,1,4,1,1,4,4,1,1,1,4
MG_1246,70.6441963390365,220.910091000437,74.9451428702818,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
MG_1247,64.9645145554776,218.074512758964,97.6432204458062,1,4,1,4,1,1,1,1,4,1,1,1,4,1,1,4,1,1,1,1,1,4,4,1,1,4,1,1,1,4
MG_1248,63.3939284213295,212.019686718161,116.374590942211,4,1,4,1,1,1,1,1,4,4,1,1,1,1,1,1,1,4,1,1,1,4,1,1,4,1,1,1,1,4
MG_1249,64.266476273634,190.895071420249,98.8538749099347,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,4,1,4,1,4,1,1,1,4,1,1,1
MG_125,67.756667682852,226.997317283629,122.375903818036,4,1,1,1,1,1,1,1,1,1,4,4,4,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1
MG_1250,67.9311772533129,219.82552790014,93.6319533166849,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,4,1,1,1,1,1,1,1,1,1,4,4,1
MG_1251,73.1664643671399,204.720718340207,76.9737636366045,1,1,4,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1
MG_1252,66.8841198305475,189.247274013711,90.6980302147045,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,4,1,1,1,1,1,1,1
MG_1253,65.1390241259385,200.392946180754,105.134469667211,1,4,1,4,1,1,1,4,1,1,4,1,4,1,1,1,1,1,1,1,4,1,4,4,1,1,1,4,1,1
MG_1254,72.191655128122,216.870585530542,124.213221779868,4,4,1,1,1,1,1,1,1,1,1,1,1,4,1,4,4,1,1,1,1,4,4,1,1,1,4,4,1,1
MG_1255,68.8037251056174,200.988291328753,102.820976538239,1,4,1,1,4,4,1,4,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_1256,71.1771861767379,193.458392700813,93.2459042080258,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,4
MG_1257,69.1527442465392,200.877700898784,79.9549352924523,4,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,4,1,1,4,1,1,1,1,1,4,1,1,1,1
MG_1258,71.0723495216091,224.663859211283,111.860616435829,1,1,1,1,1,1,1,4,1,4,1,4,1,4,1,1,1,4,1,1,4,1,4,4,1,1,1,1,1,4
MG_1259,69.501763387461,235.050143759205,134.892927816184,1,1,1,1,4,1,1,1,1,1,4,4,1,4,1,1,1,1,1,4,1,1,4,1,1,1,1,1,4,1
MG_126,71.0723495216091,202.803817554078,106.53867295612,1,1,1,4,4,1,1,1,1,1,4,1,1,4,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1
MG_1260,66.3605911191648,181.966737374086,88.0359239077994,1,1,1,4,1,1,1,1,1,4,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,4,1,4,1,4
MG_1261,64.9645145554776,198.979231850983,75.2694946992276,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1
MG_1262,60.0782465825724,205.642305256616,83.98049126695,4,1,4,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1
MG_1263,69.6762729579219,192.094977585413,76.4100039479244,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
MG_1264,68.9782346760783,184.584044216685,70.3749174446592,1,4,4,1,1,1,1,1,4,1,1,1,1,1,4,4,4,4,1,1,1,4,1,1,1,1,1,4,1,1
MG_1265,67.5821581123911,212.425184961381,104.231674759699,4,1,1,4,1,1,1,1,1,4,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1
MG_1266,66.7096102600866,193.246961230923,109.293821140021,4,1,1,1,4,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,4,4,1,1,1,4,4,4,1,1
